alpha,image_id,reference_path,test_path,height,width,channels,psnr_db,ssim,status
0.8,IMG20260901061929,c:\CSUAP\data\test\IMG20260901061929.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img13.png,2592,1944,3,30.77755904007073,0.913701593875885,ok
0.8,IMG20260901061958,c:\CSUAP\data\test\IMG20260901061958.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img14.png,2592,1944,3,30.759250870210487,0.9165793061256409,ok
0.8,IMG20260901064646,c:\CSUAP\data\test\IMG20260901064646.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img15.png,2592,1944,3,30.801241703280965,0.9571526646614075,ok
0.8,IMG20260901064701,c:\CSUAP\data\test\IMG20260901064701.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img16.png,2592,1944,3,30.839104020013757,0.9627525210380554,ok
0.8,IMG20260901064905,c:\CSUAP\data\test\IMG20260901064905.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img17.png,2592,1944,3,30.747415913229563,0.9626519083976746,ok
0.8,IMG20260902163750,c:\CSUAP\data\test\IMG20260902163750.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img18.png,2592,1944,3,30.81875101470992,0.9109217524528503,ok
0.8,IMG20260902163758,c:\CSUAP\data\test\IMG20260902163758.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img19.png,2592,1944,3,30.753421519307555,0.9223433136940002,ok
0.8,IMG20260906165207,c:\CSUAP\data\test\IMG20260906165207.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img20.png,2592,1944,3,30.756650868931604,0.9330246448516846,ok
0.8,IMG20260906165208,c:\CSUAP\data\test\IMG20260906165208.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img21.png,2592,1944,3,30.75702457473234,0.9329341053962708,ok
0.8,IMG20260906165213,c:\CSUAP\data\test\IMG20260906165213.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img22.png,2592,1944,3,30.73687348495165,0.9385480284690857,ok
0.8,IMG20260906165218,c:\CSUAP\data\test\IMG20260906165218.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img23.png,2592,1944,3,30.756041569674334,0.9435198903083801,ok
0.8,IMG20260906165223,c:\CSUAP\data\test\IMG20260906165223.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img24.png,2592,1944,3,30.729741102053545,0.9484001994132996,ok
0.8,IMG20260906165228,c:\CSUAP\data\test\IMG20260906165228.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img25.png,2592,1944,3,30.73997236322951,0.9306843876838684,ok
0.8,IMG20260906165230,c:\CSUAP\data\test\IMG20260906165230.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img26.png,2592,1944,3,30.743656686920154,0.9276940226554871,ok
0.8,IMG20260906165231,c:\CSUAP\data\test\IMG20260906165231.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img27.png,2592,1944,3,30.744457760851386,0.927517831325531,ok
0.8,IMG20260906165235,c:\CSUAP\data\test\IMG20260906165235.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img28.png,2592,1944,3,30.74051069928781,0.9313457608222961,ok
0.8,IMG20260906165242,c:\CSUAP\data\test\IMG20260906165242.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img29.png,2592,1944,3,30.734121347857485,0.9327461123466492,ok
0.8,received_2081552955994974,c:\CSUAP\data\test\received_2081552955994974.jpeg,c:\CSUAP\outputs\cloaked\test\alpha_0.80\img30.png,1560,1170,3,30.747725494508188,0.8788891434669495,ok
0.9,4610,c:\CSUAP\data\test\4610.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img1.png,4096,3072,3,29.91036308249217,0.9690370559692383,ok
0.9,4761,c:\CSUAP\data\test\4761.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img2.png,4032,2688,3,29.811638612729347,0.936900794506073,ok
0.9,5e03b897-22d4-4a14-a22e-ddcd38187020,c:\CSUAP\data\test\5e03b897-22d4-4a14-a22e-ddcd38187020.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img3.png,729,581,3,29.839049010987758,0.7923498749732971,ok
0.9,9b03a6af-302f-4350-8f3d-f68c820cbb7f,c:\CSUAP\data\test\9b03a6af-302f-4350-8f3d-f68c820cbb7f.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img4.png,1312,982,3,29.873753754196464,0.8636646270751953,ok
0.9,a7f65312-8df7-4bec-ba76-4adba2196a07-1_all_2610,c:\CSUAP\data\test\a7f65312-8df7-4bec-ba76-4adba2196a07-1_all_2610.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img5.png,3280,2464,3,29.935798522517235,0.9613943696022034,ok
0.9,a7f65312-8df7-4bec-ba76-4adba2196a07-1_all_7407,c:\CSUAP\data\test\a7f65312-8df7-4bec-ba76-4adba2196a07-1_all_7407.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img6.png,3280,2464,3,30.044055347216446,0.9386847615242004,ok
0.9,d23ff9e4-b149-48a8-aed2-f922a0508488,c:\CSUAP\data\test\d23ff9e4-b149-48a8-aed2-f922a0508488.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img7.png,858,619,3,29.974891914467165,0.7915394306182861,ok
0.9,IMG20250822231100,c:\CSUAP\data\test\IMG20250822231100.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img8.png,2592,1944,3,30.241721034058948,0.9399402737617493,ok
0.9,IMG20260108150419,c:\CSUAP\data\test\IMG20260108150419.jpg,c:\CSUAP\outputs\cloaked\test\alpha_0.90\img9.png,2592,1944,3,29.80869294436466,0.9442493319511414,ok
